nav_id,role_id,role_name,door,group_id,label_ar,route,sort,active,module_id,module_code
271,18,"محاسب الإدارة المالية",SET,153,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
527,18,"محاسب الإدارة المالية",SET,153,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
272,18,"محاسب الإدارة المالية",SET,153,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
275,18,"محاسب الإدارة المالية",SET,153,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
282,19,"مدير الإدارة المالية",APPR,157,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
558,19,"مدير الإدارة المالية",APPR,154,"لوحة الإسناد اليومي",Approvals/attribution_board.php,12,1,146,Approvals/attribution_board.php
283,19,"مدير الإدارة المالية",APPR,157,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
286,19,"مدير الإدارة المالية",APPR,158,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
287,19,"مدير الإدارة المالية",APPR,158,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,1,125,Finance/variance_monitor_fin.php
289,19,"مدير الإدارة المالية",APPR,157,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
294,19,"مدير الإدارة المالية",APPR,159,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
301,19,"مدير الإدارة المالية",APPR,157,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
291,19,"مدير الإدارة المالية",DAILY,155,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
292,19,"مدير الإدارة المالية",DAILY,155,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
813,19,"مدير الإدارة المالية",FIN,156,"سجل الممولين",Financing/financiers_registry.php,1,1,210,Financing/financiers_registry.php
814,19,"مدير الإدارة المالية",FIN,156,"إنشاء عملية تمويل",Financing/financing_operation_new.php,2,1,211,Financing/financing_operation_new.php
809,19,"مدير الإدارة المالية",GOV,156,"سجل الكيانات",Governance/entities_registry.php,1,1,206,Governance/entities_registry.php
810,19,"مدير الإدارة المالية",GOV,156,"التفويض بالتوقيع",Governance/signing_authority.php,2,1,207,Governance/signing_authority.php
811,19,"مدير الإدارة المالية",GOV,156,"التراخيص والكفالات",Governance/licenses_guarantees.php,3,1,208,Governance/licenses_guarantees.php
812,19,"مدير الإدارة المالية",GOV,156,"أنماط التفعيل",Governance/activation_patterns.php,4,1,209,Governance/activation_patterns.php
828,19,"مدير الإدارة المالية",GOV,156,"منح المجال المقيَّد",Governance/ownership_grants.php,5,1,213,Governance/ownership_grants.php
852,19,"مدير الإدارة المالية",HOME,154,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
276,19,"مدير الإدارة المالية",HOME,154,الرئيسية,Finance/cfo_daily_board_fin.php,10,1,104,Finance/cfo_daily_board_fin.php
280,19,"مدير الإدارة المالية",REC,156,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
281,19,"مدير الإدارة المالية",REC,156,المعاونين,main/project_users.php,20,1,14,main/project_users.php
284,19,"مدير الإدارة المالية",REC,156,"القيود اليومية",Finance/journal_form_fin.php,30,1,88,Finance/journal_form_fin.php
295,19,"مدير الإدارة المالية",REC,156,"التمويل والالتزامات",Finance/funding_fin.php,40,1,94,Finance/funding_fin.php
494,19,"مدير الإدارة المالية",REC,156,المستخلصات,Contracts/claims.php,45,1,142,Contracts/claims.php
537,19,"مدير الإدارة المالية",REC,159,"تسويات الموردين",Suppliers/settlements.php,46,1,144,Suppliers/settlements.php
551,19,"مدير الإدارة المالية",REC,156,"مصفوفة التزامات العقد",Contracts/contract_obligations.php,47,1,145,Contracts/contract_obligations.php
572,19,"مدير الإدارة المالية",REC,159,"تسويات الموظفين",Workforce/employee_settlements.php,47,1,148,Workforce/employee_settlements.php
565,19,"مدير الإدارة المالية",REC,156,"احتساب الجزاءات والحوافز",Contracts/penalties.php,48,1,147,Contracts/penalties.php
297,19,"مدير الإدارة المالية",REC,159,"الأصول والإهلاك",Finance/assets_fin.php,50,1,101,Finance/assets_fin.php
659,19,"مدير الإدارة المالية",REC,156,"الفاتورة الضريبية",Contracts/tax_invoices.php,63,1,164,Contracts/tax_invoices.php
662,19,"مدير الإدارة المالية",REC,160,"كشف حساب العميل",Contracts/client_statement.php,64,1,165,Contracts/client_statement.php
684,19,"مدير الإدارة المالية",REC,159,"الدوريات المالية",Finance/periodic_events_fin.php,68,1,169,Finance/periodic_events_fin.php
694,19,"مدير الإدارة المالية",REC,156,"نطاقات العقد التشغيلية",Contracts/contract_sites.php,71,1,172,Contracts/contract_sites.php
700,19,"مدير الإدارة المالية",REC,156,"بنود عقد العميل وقيمته",Contracts/contract_lines.php,72,1,173,Contracts/contract_lines.php
704,19,"مدير الإدارة المالية",REC,156,"الجدول الشهري للعقد",Contracts/contract_monthly_plan.php,73,1,174,Contracts/contract_monthly_plan.php
715,19,"مدير الإدارة المالية",REC,156,"خطة دفع العقد",Contracts/contract_payment_schedule.php,75,1,176,Contracts/contract_payment_schedule.php
723,19,"مدير الإدارة المالية",REC,156,"ضمانات العقد",Contracts/contract_guarantees.php,76,1,177,Contracts/contract_guarantees.php
733,19,"مدير الإدارة المالية",REC,156,"ربط الخطة بالفعلي",Contracts/plan_actual_link.php,77,1,178,Contracts/plan_actual_link.php
737,19,"مدير الإدارة المالية",REC,156,"خط أساس العقد",Contracts/contract_baseline.php,78,1,179,Contracts/contract_baseline.php
746,19,"مدير الإدارة المالية",REC,156,"اقتصاد دورة حياة العقد",Contracts/contract_lifecycle.php,79,1,180,Contracts/contract_lifecycle.php
754,19,"مدير الإدارة المالية",REC,154,"اللوحة التجارية للعقود",Contracts/commercial_board.php,80,1,181,Contracts/commercial_board.php
277,19,"مدير الإدارة المالية",REP,154,"اللوحة التنفيذية",Finance/executive_dashboard_fin.php,10,1,99,Finance/executive_dashboard_fin.php
285,19,"مدير الإدارة المالية",REP,160,"القوائم المالية",Finance/financial_statements_fin.php,20,1,100,Finance/financial_statements_fin.php
290,19,"مدير الإدارة المالية",REP,160,"كشف حساب المورد",Finance/supplier_statement_fin.php,30,1,106,Finance/supplier_statement_fin.php
293,19,"مدير الإدارة المالية",REP,160,"التكاليف والربحية",Finance/cost_report_fin.php,40,1,92,Finance/cost_report_fin.php
296,19,"مدير الإدارة المالية",REP,160,"السيولة والتنبؤ النقدي",Finance/cash_forecast_fin.php,50,1,95,Finance/cash_forecast_fin.php
298,19,"مدير الإدارة المالية",REP,160,"المحاسبة الإدارية",Finance/management_accounting_fin.php,60,1,96,Finance/management_accounting_fin.php
304,19,"مدير الإدارة المالية",REP,160,"زمن دورة الطلبات",FinRequests/cycle_time_board.php,70,1,121,FinRequests/cycle_time_board.php
305,19,"مدير الإدارة المالية",REP,160,"تقارير الطلبات المالية",FinRequests/requests_reports.php,80,1,122,FinRequests/requests_reports.php
815,19,"مدير الإدارة المالية",REP,158,"الاعتمادات المتأخرة والوثائق",Reports/approval_lag_report.php,90,1,212,Reports/approval_lag_report.php
278,19,"مدير الإدارة المالية",SET,161,"دليل الحسابات",Finance/accounts_fin.php,10,1,87,Finance/accounts_fin.php
279,19,"مدير الإدارة المالية",SET,161,"المحاسبون والوحدات",Finance/accountants_fin.php,20,1,97,Finance/accountants_fin.php
288,19,"مدير الإدارة المالية",SET,161,"الضرائب والقيمة المضافة",Finance/tax_fin.php,30,1,102,Finance/tax_fin.php
299,19,"مدير الإدارة المالية",SET,161,"قواعد مخصص الصيانة",Finance/maintenance_provision_fin.php,40,1,126,Finance/maintenance_provision_fin.php
300,19,"مدير الإدارة المالية",SET,161,"سياسات مستحقات المشغّلين",Finance/operator_pay_policies_fin.php,50,1,140,Finance/operator_pay_policies_fin.php
302,19,"مدير الإدارة المالية",SET,161,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
528,19,"مدير الإدارة المالية",SET,161,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
303,19,"مدير الإدارة المالية",SET,161,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
306,19,"مدير الإدارة المالية",SET,161,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
313,20,"المراجع والمدقق المالي",APPR,165,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
314,20,"المراجع والمدقق المالي",APPR,165,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
317,20,"المراجع والمدقق المالي",APPR,166,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
318,20,"المراجع والمدقق المالي",APPR,166,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,1,125,Finance/variance_monitor_fin.php
320,20,"المراجع والمدقق المالي",APPR,165,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
325,20,"المراجع والمدقق المالي",APPR,167,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
332,20,"المراجع والمدقق المالي",APPR,165,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
322,20,"المراجع والمدقق المالي",DAILY,163,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
323,20,"المراجع والمدقق المالي",DAILY,163,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
851,20,"المراجع والمدقق المالي",HOME,162,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
307,20,"المراجع والمدقق المالي",HOME,162,الرئيسية,Finance/cfo_daily_board_fin.php,10,1,104,Finance/cfo_daily_board_fin.php
311,20,"المراجع والمدقق المالي",REC,164,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
312,20,"المراجع والمدقق المالي",REC,164,المعاونين,main/project_users.php,20,1,14,main/project_users.php
315,20,"المراجع والمدقق المالي",REC,164,"القيود اليومية",Finance/journal_form_fin.php,30,1,88,Finance/journal_form_fin.php
326,20,"المراجع والمدقق المالي",REC,164,"التمويل والالتزامات",Finance/funding_fin.php,40,1,94,Finance/funding_fin.php
328,20,"المراجع والمدقق المالي",REC,167,"الأصول والإهلاك",Finance/assets_fin.php,50,1,101,Finance/assets_fin.php
724,20,"المراجع والمدقق المالي",REC,164,"ضمانات العقد",Contracts/contract_guarantees.php,76,1,177,Contracts/contract_guarantees.php
739,20,"المراجع والمدقق المالي",REC,164,"خط أساس العقد",Contracts/contract_baseline.php,78,1,179,Contracts/contract_baseline.php
747,20,"المراجع والمدقق المالي",REC,164,"اقتصاد دورة حياة العقد",Contracts/contract_lifecycle.php,79,1,180,Contracts/contract_lifecycle.php
755,20,"المراجع والمدقق المالي",REC,162,"اللوحة التجارية للعقود",Contracts/commercial_board.php,80,1,181,Contracts/commercial_board.php
308,20,"المراجع والمدقق المالي",REP,162,"اللوحة التنفيذية",Finance/executive_dashboard_fin.php,10,1,99,Finance/executive_dashboard_fin.php
316,20,"المراجع والمدقق المالي",REP,168,"القوائم المالية",Finance/financial_statements_fin.php,20,1,100,Finance/financial_statements_fin.php
321,20,"المراجع والمدقق المالي",REP,168,"كشف حساب المورد",Finance/supplier_statement_fin.php,30,1,106,Finance/supplier_statement_fin.php
324,20,"المراجع والمدقق المالي",REP,168,"التكاليف والربحية",Finance/cost_report_fin.php,40,1,92,Finance/cost_report_fin.php
327,20,"المراجع والمدقق المالي",REP,168,"السيولة والتنبؤ النقدي",Finance/cash_forecast_fin.php,50,1,95,Finance/cash_forecast_fin.php
329,20,"المراجع والمدقق المالي",REP,168,"المحاسبة الإدارية",Finance/management_accounting_fin.php,60,1,96,Finance/management_accounting_fin.php
335,20,"المراجع والمدقق المالي",REP,168,"زمن دورة الطلبات",FinRequests/cycle_time_board.php,70,1,121,FinRequests/cycle_time_board.php
336,20,"المراجع والمدقق المالي",REP,168,"تقارير الطلبات المالية",FinRequests/requests_reports.php,80,1,122,FinRequests/requests_reports.php
309,20,"المراجع والمدقق المالي",SET,169,"دليل الحسابات",Finance/accounts_fin.php,10,1,87,Finance/accounts_fin.php
310,20,"المراجع والمدقق المالي",SET,169,"المحاسبون والوحدات",Finance/accountants_fin.php,20,1,97,Finance/accountants_fin.php
319,20,"المراجع والمدقق المالي",SET,169,"الضرائب والقيمة المضافة",Finance/tax_fin.php,30,1,102,Finance/tax_fin.php
330,20,"المراجع والمدقق المالي",SET,169,"قواعد مخصص الصيانة",Finance/maintenance_provision_fin.php,40,1,126,Finance/maintenance_provision_fin.php
331,20,"المراجع والمدقق المالي",SET,169,"سياسات مستحقات المشغّلين",Finance/operator_pay_policies_fin.php,50,1,140,Finance/operator_pay_policies_fin.php
333,20,"المراجع والمدقق المالي",SET,169,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
529,20,"المراجع والمدقق المالي",SET,169,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
334,20,"المراجع والمدقق المالي",SET,169,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
337,20,"المراجع والمدقق المالي",SET,169,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
344,21,"أمين الخزينة",APPR,173,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
345,21,"أمين الخزينة",APPR,173,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
348,21,"أمين الخزينة",APPR,174,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
349,21,"أمين الخزينة",APPR,174,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,1,125,Finance/variance_monitor_fin.php
351,21,"أمين الخزينة",APPR,173,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
356,21,"أمين الخزينة",APPR,175,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
363,21,"أمين الخزينة",APPR,173,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
370,21,"أمين الخزينة",APPR,173,"موافقات إدارتي",FinRequests/dept_inbox.php,80,1,116,FinRequests/dept_inbox.php
353,21,"أمين الخزينة",DAILY,171,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
354,21,"أمين الخزينة",DAILY,171,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
368,21,"أمين الخزينة",DAILY,171,"طلب مالي جديد",FinRequests/request_form.php,30,1,114,FinRequests/request_form.php
369,21,"أمين الخزينة",DAILY,171,"طلباتي المالية",FinRequests/my_requests.php,40,1,115,FinRequests/my_requests.php
850,21,"أمين الخزينة",HOME,170,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
338,21,"أمين الخزينة",HOME,170,الرئيسية,Finance/cfo_daily_board_fin.php,10,1,104,Finance/cfo_daily_board_fin.php
342,21,"أمين الخزينة",REC,172,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
343,21,"أمين الخزينة",REC,172,المعاونين,main/project_users.php,20,1,14,main/project_users.php
346,21,"أمين الخزينة",REC,172,"القيود اليومية",Finance/journal_form_fin.php,30,1,88,Finance/journal_form_fin.php
357,21,"أمين الخزينة",REC,172,"التمويل والالتزامات",Finance/funding_fin.php,40,1,94,Finance/funding_fin.php
359,21,"أمين الخزينة",REC,175,"الأصول والإهلاك",Finance/assets_fin.php,50,1,101,Finance/assets_fin.php
669,21,"أمين الخزينة",REC,172,"الذمم والتحصيل — السجلات",Contracts/collections.php,65,1,166,Contracts/collections.php
716,21,"أمين الخزينة",REC,172,"خطة دفع العقد",Contracts/contract_payment_schedule.php,75,1,176,Contracts/contract_payment_schedule.php
725,21,"أمين الخزينة",REC,172,"ضمانات العقد",Contracts/contract_guarantees.php,76,1,177,Contracts/contract_guarantees.php
339,21,"أمين الخزينة",REP,170,"اللوحة التنفيذية",Finance/executive_dashboard_fin.php,10,1,99,Finance/executive_dashboard_fin.php
347,21,"أمين الخزينة",REP,176,"القوائم المالية",Finance/financial_statements_fin.php,20,1,100,Finance/financial_statements_fin.php
352,21,"أمين الخزينة",REP,176,"كشف حساب المورد",Finance/supplier_statement_fin.php,30,1,106,Finance/supplier_statement_fin.php
355,21,"أمين الخزينة",REP,176,"التكاليف والربحية",Finance/cost_report_fin.php,40,1,92,Finance/cost_report_fin.php
358,21,"أمين الخزينة",REP,176,"السيولة والتنبؤ النقدي",Finance/cash_forecast_fin.php,50,1,95,Finance/cash_forecast_fin.php
360,21,"أمين الخزينة",REP,176,"المحاسبة الإدارية",Finance/management_accounting_fin.php,60,1,96,Finance/management_accounting_fin.php
366,21,"أمين الخزينة",REP,176,"زمن دورة الطلبات",FinRequests/cycle_time_board.php,70,1,121,FinRequests/cycle_time_board.php
367,21,"أمين الخزينة",REP,176,"تقارير الطلبات المالية",FinRequests/requests_reports.php,80,1,122,FinRequests/requests_reports.php
340,21,"أمين الخزينة",SET,177,"دليل الحسابات",Finance/accounts_fin.php,10,1,87,Finance/accounts_fin.php
341,21,"أمين الخزينة",SET,177,"المحاسبون والوحدات",Finance/accountants_fin.php,20,1,97,Finance/accountants_fin.php
350,21,"أمين الخزينة",SET,177,"الضرائب والقيمة المضافة",Finance/tax_fin.php,30,1,102,Finance/tax_fin.php
361,21,"أمين الخزينة",SET,177,"قواعد مخصص الصيانة",Finance/maintenance_provision_fin.php,40,1,126,Finance/maintenance_provision_fin.php
362,21,"أمين الخزينة",SET,177,"سياسات مستحقات المشغّلين",Finance/operator_pay_policies_fin.php,50,1,140,Finance/operator_pay_policies_fin.php
364,21,"أمين الخزينة",SET,177,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
530,21,"أمين الخزينة",SET,177,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
365,21,"أمين الخزينة",SET,177,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
371,21,"أمين الخزينة",SET,177,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
378,22,"قارئ مالي",APPR,181,"وحدات الأطراف",Finance/unit_records_fin.php,10,1,105,Finance/unit_records_fin.php
379,22,"قارئ مالي",APPR,181,"استقبال معاملات الإدارات",Finance/import_events_fin.php,20,1,98,Finance/import_events_fin.php
382,22,"قارئ مالي",APPR,182,"الميزانية والانحراف",Finance/budget_form_fin.php,30,1,89,Finance/budget_form_fin.php
383,22,"قارئ مالي",APPR,182,"متابعة الانحراف",Finance/variance_monitor_fin.php,40,1,125,Finance/variance_monitor_fin.php
385,22,"قارئ مالي",APPR,181,"الذمم والتحصيل",Finance/dues_fin.php,50,1,90,Finance/dues_fin.php
390,22,"قارئ مالي",APPR,183,"إقفال الفترات",Finance/periods_fin.php,60,1,93,Finance/periods_fin.php
397,22,"قارئ مالي",APPR,181,"الطلبات المالية",FinRequests/finance_gateway.php,70,1,118,FinRequests/finance_gateway.php
387,22,"قارئ مالي",DAILY,179,"المدفوعات والخزينة",Finance/payments_fin.php,10,1,91,Finance/payments_fin.php
388,22,"قارئ مالي",DAILY,179,"المطابقة البنكية",Finance/bank_reconciliation_fin.php,20,1,103,Finance/bank_reconciliation_fin.php
849,22,"قارئ مالي",HOME,178,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
372,22,"قارئ مالي",HOME,178,الرئيسية,Finance/cfo_daily_board_fin.php,10,1,104,Finance/cfo_daily_board_fin.php
376,22,"قارئ مالي",REC,180,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
377,22,"قارئ مالي",REC,180,المعاونين,main/project_users.php,20,1,14,main/project_users.php
380,22,"قارئ مالي",REC,180,"القيود اليومية",Finance/journal_form_fin.php,30,1,88,Finance/journal_form_fin.php
391,22,"قارئ مالي",REC,180,"التمويل والالتزامات",Finance/funding_fin.php,40,1,94,Finance/funding_fin.php
393,22,"قارئ مالي",REC,183,"الأصول والإهلاك",Finance/assets_fin.php,50,1,101,Finance/assets_fin.php
663,22,"قارئ مالي",REC,184,"كشف حساب العميل",Contracts/client_statement.php,64,1,165,Contracts/client_statement.php
756,22,"قارئ مالي",REC,178,"اللوحة التجارية للعقود",Contracts/commercial_board.php,80,1,181,Contracts/commercial_board.php
373,22,"قارئ مالي",REP,178,"اللوحة التنفيذية",Finance/executive_dashboard_fin.php,10,1,99,Finance/executive_dashboard_fin.php
381,22,"قارئ مالي",REP,184,"القوائم المالية",Finance/financial_statements_fin.php,20,1,100,Finance/financial_statements_fin.php
386,22,"قارئ مالي",REP,184,"كشف حساب المورد",Finance/supplier_statement_fin.php,30,1,106,Finance/supplier_statement_fin.php
389,22,"قارئ مالي",REP,184,"التكاليف والربحية",Finance/cost_report_fin.php,40,1,92,Finance/cost_report_fin.php
392,22,"قارئ مالي",REP,184,"السيولة والتنبؤ النقدي",Finance/cash_forecast_fin.php,50,1,95,Finance/cash_forecast_fin.php
394,22,"قارئ مالي",REP,184,"المحاسبة الإدارية",Finance/management_accounting_fin.php,60,1,96,Finance/management_accounting_fin.php
400,22,"قارئ مالي",REP,184,"زمن دورة الطلبات",FinRequests/cycle_time_board.php,70,1,121,FinRequests/cycle_time_board.php
401,22,"قارئ مالي",REP,184,"تقارير الطلبات المالية",FinRequests/requests_reports.php,80,1,122,FinRequests/requests_reports.php
374,22,"قارئ مالي",SET,185,"دليل الحسابات",Finance/accounts_fin.php,10,1,87,Finance/accounts_fin.php
375,22,"قارئ مالي",SET,185,"المحاسبون والوحدات",Finance/accountants_fin.php,20,1,97,Finance/accountants_fin.php
384,22,"قارئ مالي",SET,185,"الضرائب والقيمة المضافة",Finance/tax_fin.php,30,1,102,Finance/tax_fin.php
395,22,"قارئ مالي",SET,185,"قواعد مخصص الصيانة",Finance/maintenance_provision_fin.php,40,1,126,Finance/maintenance_provision_fin.php
396,22,"قارئ مالي",SET,185,"سياسات مستحقات المشغّلين",Finance/operator_pay_policies_fin.php,50,1,140,Finance/operator_pay_policies_fin.php
398,22,"قارئ مالي",SET,185,"سجل الحركة المالية",FinRequests/effect_map.php,60,1,119,FinRequests/effect_map.php
531,22,"قارئ مالي",SET,185,"العملات وأسعار الصرف",Finance/currencies_fin.php,60,1,143,Finance/currencies_fin.php
399,22,"قارئ مالي",SET,185,"قواعد توجيه الطلبات",FinRequests/routing_admin.php,70,1,120,FinRequests/routing_admin.php
402,22,"قارئ مالي",SET,185,الإعدادات,Settings/settings.php,80,1,11,Settings/settings.php
405,23,"إدارة النقل والترحيل",APPR,189,"موافقات الترحيل",Transport/transfer_requests.php,10,1,111,Transport/transfer_requests.php
514,23,"إدارة النقل والترحيل",APPR,189,"موافقات إدارتي",FinRequests/dept_inbox.php,10,1,116,FinRequests/dept_inbox.php
412,23,"إدارة النقل والترحيل",APPR,190,"الميزانية والانحراف",Finance/budget_form_fin.php,20,1,89,Finance/budget_form_fin.php
404,23,"إدارة النقل والترحيل",DAILY,187,"أوامر الترحيل",Transport/transfer_orders_list.php,10,1,112,Transport/transfer_orders_list.php
409,23,"إدارة النقل والترحيل",DAILY,187,"طلب مالي جديد",FinRequests/request_form.php,20,1,114,FinRequests/request_form.php
410,23,"إدارة النقل والترحيل",DAILY,187,"طلباتي المالية",FinRequests/my_requests.php,30,1,115,FinRequests/my_requests.php
862,23,"إدارة النقل والترحيل",HOME,186,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
403,23,"إدارة النقل والترحيل",HOME,186,الرئيسية,Transport/transfer_dashboard.php,10,1,113,Transport/transfer_dashboard.php
411,23,"إدارة النقل والترحيل",REC,188,"المعاملات المالية",Finance/events_list_fin.php,10,1,86,Finance/events_list_fin.php
678,23,"إدارة النقل والترحيل",REC,188,"تعرفة الترحيل وتسعير الأوامر",Transport/transfer_tariffs.php,67,1,168,Transport/transfer_tariffs.php
413,23,"إدارة النقل والترحيل",REP,192,"التكاليف والربحية",Finance/cost_report_fin.php,10,1,92,Finance/cost_report_fin.php
406,23,"إدارة النقل والترحيل",SET,193,"إعدادات الترحيل",Transport/transfer_types_config.php,10,1,108,Transport/transfer_types_config.php
407,23,"إدارة النقل والترحيل",SET,193,"قواعد تحميل تكلفة الترحيل",Transport/transfer_cost_rules_config.php,20,1,109,Transport/transfer_cost_rules_config.php
408,23,"إدارة النقل والترحيل",SET,193,المواقع,Transport/trs_locations_config.php,30,1,110,Transport/trs_locations_config.php
414,23,"إدارة النقل والترحيل",SET,193,الإعدادات,Settings/settings.php,40,1,11,Settings/settings.php
515,24,"إدارة البلاغات",APPR,197,"موافقات إدارتي",FinRequests/dept_inbox.php,10,1,116,FinRequests/dept_inbox.php
507,24,"إدارة البلاغات",APPR,198,"الميزانية والانحراف",Finance/budget_form_fin.php,20,1,89,Finance/budget_form_fin.php
415,24,"إدارة البلاغات",DAILY,195,البلاغات,Tickets/tickets_list.php,10,1,132,Tickets/tickets_list.php
846,24,"إدارة البلاغات",DAILY,194,"لوحة المسارات المتوازية",Tickets/ticket_workstreams_board.php,15,1,225,Tickets/ticket_workstreams_board.php
518,24,"إدارة البلاغات",DAILY,195,"طلب مالي جديد",FinRequests/request_form.php,20,1,114,FinRequests/request_form.php
519,24,"إدارة البلاغات",DAILY,195,"طلباتي المالية",FinRequests/my_requests.php,30,1,115,FinRequests/my_requests.php
861,24,"إدارة البلاغات",HOME,194,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
472,24,"إدارة البلاغات",HOME,194,الرئيسية,main/role_board.php,10,1,139,main/role_board.php
421,24,"إدارة البلاغات",REP,200,"أداء البلاغات",Tickets/ticket_dashboard.php,10,1,137,Tickets/ticket_dashboard.php
847,24,"إدارة البلاغات",REP,198,"برج المراقبة والمؤشرات",Tickets/watchtower.php,15,1,226,Tickets/watchtower.php
416,24,"إدارة البلاغات",SET,201,"إعداد أنواع البلاغات",Tickets/ticket_types_config.php,10,1,130,Tickets/ticket_types_config.php
417,24,"إدارة البلاغات",SET,201,"تصنيفات الأعطال والبلاغات",Tickets/ticket_categories_config.php,20,1,131,Tickets/ticket_categories_config.php
418,24,"إدارة البلاغات",SET,201,"أزمنة الاستجابة والإنجاز",Tickets/ticket_sla_config.php,30,1,134,Tickets/ticket_sla_config.php
419,24,"إدارة البلاغات",SET,201,"سلّم التصعيد",Tickets/ticket_escalation_config.php,40,1,135,Tickets/ticket_escalation_config.php
420,24,"إدارة البلاغات",SET,201,"البلاغات الدورية",Tickets/ticket_recurrence.php,50,1,136,Tickets/ticket_recurrence.php
422,24,"إدارة البلاغات",SET,201,الإعدادات,Settings/settings.php,60,1,11,Settings/settings.php
782,25,"أمين المستودع",DAILY,203,"صرف المخزون والعهدة",Procurement/issue_proc.php,2,1,73,Procurement/issue_proc.php
780,25,"أمين المستودع",DAILY,203,"الاستلام المؤقت",Procurement/receipt_custody_proc.php,3,1,71,Procurement/receipt_custody_proc.php
784,25,"أمين المستودع",HOME,202,الرئيسية,Procurement/warehouse_board.php,1,1,199,Procurement/warehouse_board.php
860,25,"أمين المستودع",HOME,202,"مساحة عملي",main/my_workspace.php,1,1,228,main/my_workspace.php
